job_id,tokens,tags,text
NET-E-011,"We are hiring a .NET Developer . The key skills required are C # ; .NET Core ; ASP.NET MVC ; SQL Server ; Entity Framework ; REST APIs ; Docker ; Azure . In this role , you will Design and develop advanced .NET applications ; Implement microservices with ASP.NET Core ; Manage SQL Server database performance ; Develop REST APIs ; Deploy applications using Docker ; Integrate with Azure cloud services .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; .NET Core; ASP.NET MVC; SQL Server; Entity Framework; REST APIs; Docker; Azure. In this role, you will Design and develop advanced .NET applications; Implement microservices with ASP.NET Core; Manage SQL Server database performance; Develop REST APIs; Deploy applications using Docker; Integrate with Azure cloud services."
NET-E-012,"We are hiring a .NET Developer . The key skills required are C # ; ASP.NET Core ; SQL Server ; Entity Framework ; Design Patterns ; SOLID Principles ; Azure DevOps . In this role , you will Architect scalable .NET Core solutions ; Implement design patterns in projects ; Lead database optimization efforts ; Manage CI / CD pipelines with Azure DevOps ; Collaborate with cross - functional teams .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; ASP.NET Core; SQL Server; Entity Framework; Design Patterns; SOLID Principles; Azure DevOps. In this role, you will Architect scalable .NET Core solutions; Implement design patterns in projects; Lead database optimization efforts; Manage CI/CD pipelines with Azure DevOps; Collaborate with cross-functional teams."
NET-E-013,"We are hiring a .NET Developer . The key skills required are C # ; F # ; .NET Core ; ASP.NET MVC ; Microservices ; Docker ; Kubernetes ; Azure . In this role , you will Develop microservices architecture ; Work with Docker and Kubernetes for deployment ; Integrate with Azure services ; Lead junior developers ; Optimize application performance .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; F#; .NET Core; ASP.NET MVC; Microservices; Docker; Kubernetes; Azure. In this role, you will Develop microservices architecture; Work with Docker and Kubernetes for deployment; Integrate with Azure services; Lead junior developers; Optimize application performance."
NET-E-014,"We are hiring a .NET Developer . The key skills required are C # ; ASP.NET Core ; WebAPI ; SignalR ; SQL Server ; NoSQL ; Entity Framework . In this role , you will Develop RESTful APIs and real - time apps ; Implement SignalR for live communication ; Work with SQL Server and NoSQL databases ; Lead module development ; Ensure application scalability .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL I-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; ASP.NET Core; WebAPI; SignalR; SQL Server; NoSQL; Entity Framework. In this role, you will Develop RESTful APIs and real-time apps; Implement SignalR for live communication; Work with SQL Server and NoSQL databases; Lead module development; Ensure application scalability."
NET-E-015,"We are hiring a .NET Developer . The key skills required are C # ; .NET Core ; ASP.NET MVC ; Blazor ; Angular ; SQL Server ; Dapper . In this role , you will Develop front - end with Blazor / Angular ; Implement repository pattern with Dapper ; Optimize SQL Server queries ; Enhance UI / UX for applications ; Mentor junior team members .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; .NET Core; ASP.NET MVC; Blazor; Angular; SQL Server; Dapper. In this role, you will Develop front-end with Blazor/Angular; Implement repository pattern with Dapper; Optimize SQL Server queries; Enhance UI/UX for applications; Mentor junior team members."
NET-E-016,"We are hiring a .NET Developer . The key skills required are C # ; .NET Core ; ASP.NET MVC ; REST APIs ; Docker ; Azure DevOps ; Testing with NUnit . In this role , you will Develop and maintain microservices ; Create CI / CD pipelines ; Ensure testing coverage with NUnit ; Deploy apps with Docker ; Collaborate with QA team .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL I-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; .NET Core; ASP.NET MVC; REST APIs; Docker; Azure DevOps; Testing with NUnit. In this role, you will Develop and maintain microservices; Create CI/CD pipelines; Ensure testing coverage with NUnit; Deploy apps with Docker; Collaborate with QA team."
NET-E-017,"We are hiring a .NET Developer . The key skills required are C # ; ASP.NET Core ; WebAPI ; gRPC ; SQL Server ; Azure . In this role , you will Build RESTful and gRPC APIs ; Integrate services with Azure ; Design database schemas ; Monitor system performance ; Provide technical leadership .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; ASP.NET Core; WebAPI; gRPC; SQL Server; Azure. In this role, you will Build RESTful and gRPC APIs; Integrate services with Azure; Design database schemas; Monitor system performance; Provide technical leadership."
NET-E-018,"We are hiring a .NET Developer . The key skills required are C # ; ASP.NET Core ; Microservices ; Kubernetes ; Entity Framework ; Azure ; SOLID Principles . In this role , you will Design and manage microservices architecture ; Deploy apps on Kubernetes clusters ; Ensure best practices with SOLID principles ; Lead development sprints ; Coordinate with product teams .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL I-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; ASP.NET Core; Microservices; Kubernetes; Entity Framework; Azure; SOLID Principles. In this role, you will Design and manage microservices architecture; Deploy apps on Kubernetes clusters; Ensure best practices with SOLID principles; Lead development sprints; Coordinate with product teams."
NET-E-019,"We are hiring a .NET Developer . The key skills required are C # ; .NET Core ; ASP.NET MVC ; Testing with xUnit ; Moq ; Azure . In this role , you will Implement automated unit tests ; Use Moq for dependency testing ; Develop scalable apps in .NET Core ; Lead code review sessions ; Optimize app performance .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; .NET Core; ASP.NET MVC; Testing with xUnit; Moq; Azure. In this role, you will Implement automated unit tests; Use Moq for dependency testing; Develop scalable apps in .NET Core; Lead code review sessions; Optimize app performance."
NET-E-020,"We are hiring a .NET Developer . The key skills required are C # ; .NET Core ; ASP.NET MVC ; CI / CD ; Azure DevOps ; Docker ; Kubernetes ; REST APIs . In this role , you will Lead CI / CD setup in Azure DevOps ; Deploy services with Docker / Kubernetes ; Architect scalable .NET applications ; Coordinate with cross - functional teams ; Mentor juniors .",O O O O B-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a .NET Developer. The key skills required are C#; .NET Core; ASP.NET MVC; CI/CD; Azure DevOps; Docker; Kubernetes; REST APIs. In this role, you will Lead CI/CD setup in Azure DevOps; Deploy services with Docker/Kubernetes; Architect scalable .NET applications; Coordinate with cross-functional teams; Mentor juniors."
AI001,"We are hiring a AI Engineer - Fresher . The key skills required are Python ; Java ; C++ ; R ; Supervised / Unsupervised Learning ; Regression ; Classification ; Clustering ; TensorFlow ; PyTorch ; Keras ; Scikit - learn ; Neural Networks ; OpenCV ; NLTK ; Pandas ; NumPy ; SQL ; MongoDB ; NoSQL . In this role , you will Assist in developing AI models ; Preprocess data ; Implement basic ML algorithms ; Participate in hackathons and academic projects .",O O O O B-JOB_TITLE I-JOB_TITLE I-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL O B-SKILL O B-SKILL O O O B-SKILL I-SKILL I-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a AI Engineer - Fresher. The key skills required are Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB; NoSQL. In this role, you will Assist in developing AI models; Preprocess data; Implement basic ML algorithms; Participate in hackathons and academic projects."
AI002,"We are hiring a AI Engineer - Fresher . The key skills required are Python ; Java ; C++ ; R ; Classification ; Regression ; Clustering ; TensorFlow ; PyTorch ; Keras ; Scikit - learn ; Neural Networks ; OpenCV ; NLTK ; Pandas ; NumPy ; SQL ; MongoDB . In this role , you will Build simple AI models ; Preprocess datasets ; Implement basic ML pipelines ; Work collaboratively on projects .",O O O O B-JOB_TITLE I-JOB_TITLE I-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL O B-SKILL O B-SKILL O O O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a AI Engineer - Fresher. The key skills required are Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB. In this role, you will Build simple AI models; Preprocess datasets; Implement basic ML pipelines; Work collaboratively on projects."
AI003,"We are hiring a AI Engineer - Fresher . The key skills required are Python ; Java ; C++ ; R ; Supervised / Unsupervised Learning ; Regression ; Classification ; Clustering ; TensorFlow ; PyTorch ; Keras ; Scikit - learn ; Neural Networks ; OpenCV ; NLTK ; Pandas ; NumPy ; SQL ; MongoDB . In this role , you will Support AI development ; Create and test ML models ; Perform data preprocessing and feature engineering ; Collaborate with mentors .",O O O O B-JOB_TITLE I-JOB_TITLE I-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL O B-SKILL O B-SKILL O O O B-SKILL I-SKILL I-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a AI Engineer - Fresher. The key skills required are Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB. In this role, you will Support AI development; Create and test ML models; Perform data preprocessing and feature engineering; Collaborate with mentors."
AI004,"We are hiring a AI Engineer - Fresher . The key skills required are Python ; Java ; C++ ; R ; Classification ; Regression ; Clustering ; TensorFlow ; PyTorch ; Keras ; Scikit - learn ; Neural Networks ; OpenCV ; NLTK ; Pandas ; NumPy ; SQL ; MongoDB . In this role , you will Implement basic AI / ML models ; Assist with data preprocessing and visualization ; Participate in small projects or hackathons .",O O O O B-JOB_TITLE I-JOB_TITLE I-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL O B-SKILL O B-SKILL O O O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a AI Engineer - Fresher. The key skills required are Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB. In this role, you will Implement basic AI/ML models; Assist with data preprocessing and visualization; Participate in small projects or hackathons."
AI005,"We are hiring a AI Engineer - Fresher . The key skills required are Python ; Java ; C++ ; R ; Supervised / Unsupervised Learning ; Regression ; Classification ; Clustering ; TensorFlow ; PyTorch ; Keras ; Scikit - learn ; Neural Networks ; OpenCV ; NLTK ; Pandas ; NumPy ; SQL ; MongoDB . In this role , you will Assist in AI model development ; Data cleaning ; Implement basic neural networks ; Collaborate on academic or hackathon projects .",O O O O B-JOB_TITLE I-JOB_TITLE I-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL O B-SKILL O B-SKILL O O O B-SKILL I-SKILL I-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a AI Engineer - Fresher. The key skills required are Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB. In this role, you will Assist in AI model development; Data cleaning; Implement basic neural networks; Collaborate on academic or hackathon projects."
AI006,"We are hiring a AI Engineer - Fresher . The key skills required are Python ; Java ; C++ ; R ; Classification ; Regression ; Clustering ; TensorFlow ; PyTorch ; Keras ; Scikit - learn ; Neural Networks ; OpenCV ; NLTK ; Pandas ; NumPy ; SQL ; MongoDB . In this role , you will Build and train basic AI models ; Preprocess datasets ; Implement feature engineering techniques ; Collaborate in small teams .",O O O O B-JOB_TITLE I-JOB_TITLE I-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL O B-SKILL O B-SKILL O O O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a AI Engineer - Fresher. The key skills required are Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB. In this role, you will Build and train basic AI models; Preprocess datasets; Implement feature engineering techniques; Collaborate in small teams."
AI007,"We are hiring a AI Engineer - Fresher . The key skills required are Python ; Java ; C++ ; R ; Supervised / Unsupervised Learning ; Regression ; Classification ; Clustering ; TensorFlow ; PyTorch ; Keras ; Scikit - learn ; Neural Networks ; OpenCV ; NLTK ; Pandas ; NumPy ; SQL ; MongoDB . In this role , you will Assist in developing AI pipelines ; Train basic ML / DL models ; Preprocess data ; Participate in hackathons or academic projects .",O O O O B-JOB_TITLE I-JOB_TITLE I-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL O B-SKILL O B-SKILL O O O B-SKILL I-SKILL I-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a AI Engineer - Fresher. The key skills required are Python; Java; C++; R; Supervised/Unsupervised Learning; Regression; Classification; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB. In this role, you will Assist in developing AI pipelines; Train basic ML/DL models; Preprocess data; Participate in hackathons or academic projects."
AI008,"We are hiring a AI Engineer - Fresher . The key skills required are Python ; Java ; C++ ; R ; Classification ; Regression ; Clustering ; TensorFlow ; PyTorch ; Keras ; Scikit - learn ; Neural Networks ; OpenCV ; NLTK ; Pandas ; NumPy ; SQL ; MongoDB . In this role , you will Implement and test ML / AI models ; Clean and preprocess data ; Contribute to academic , hobby , or hackathon projects .",O O O O B-JOB_TITLE I-JOB_TITLE I-JOB_TITLE I-JOB_TITLE O O O O O O B-SKILL O B-SKILL O B-SKILL O O O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL I-SKILL I-SKILL O B-SKILL I-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O B-SKILL O O O O O O O O O O O O O O O O O O O O O O O O O O O O O O,"We are hiring a AI Engineer - Fresher. The key skills required are Python; Java; C++; R; Classification; Regression; Clustering; TensorFlow; PyTorch; Keras; Scikit-learn; Neural Networks; OpenCV; NLTK; Pandas; NumPy; SQL; MongoDB. In this role, you will Implement and test ML/AI models; Clean and preprocess data; Contribute to academic, hobby, or hackathon projects."
